girl0 -1 6 3383 16 2 2
girl1 -1 7 2777 15 2 1
girl2 -1 8 3793 15 2 3
girl3 -1 9 3386 12 1 2
girl4 -1 10 2649 11 2 1
girl5 -1 1 2362 17 2 3
girl6 -1 2 2690 19 2 3
girl7 -1 3 3763 16 2 3
girl8 -1 4 2540 16 1 1
girl9 -1 5 3172 16 2 2
girl10 -1 6 3211 18 3 3
girl11 -1 7 2567 19 1 1
girl12 -1 8 3782 10 3 3
girl13 -1 9 2862 13 2 3
girl14 -1 10 2067 15 2 2
girl15 -1 1 3929 12 1 3
girl16 -1 2 2022 18 1 1
girl17 -1 3 3069 17 1 3
girl18 -1 4 3393 16 2 2
girl19 -1 5 3011 12 2 2
girl20 -1 6 2229 13 1 1
girl21 -1 7 2421 19 3 1
girl22 -1 8 3784 17 2 3
girl23 -1 9 3198 14 3 3
girl24 -1 10 2315 10 1 3
girl25 -1 1 2413 16 2 3
girl26 -1 2 2091 10 3 2
girl27 -1 3 3956 13 1 3
girl28 -1 4 2862 10 3 3
girl29 -1 5 2996 11 2 2
girl30 -1 6 2305 15 1 1
girl31 -1 7 3084 17 1 3
girl32 -1 8 2336 15 3 3
girl33 -1 9 2846 19 1 2
girl34 -1 10 3313 17 3 2
girl35 -1 1 2124 15 1 1
girl36 -1 2 3582 15 1 1
girl37 -1 3 2814 17 1 3
girl38 -1 4 3434 14 3 3
girl39 -1 5 2043 10 3 1
girl40 -1 6 3087 18 1 2
girl41 -1 7 3276 18 3 1
girl42 -1 8 3788 14 1 3
girl43 -1 9 3403 11 3 1
girl44 -1 10 2754 19 2 3
girl45 -1 1 3932 10 1 1
girl46 -1 2 3676 18 1 3
girl47 -1 3 3739 12 2 2
girl48 -1 4 2226 16 1 2
girl49 -1 5 2094 19 3 1
